Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Correlation (r),R²
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,0.21848336511722669,0.04773498083294739
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.21848336511722669,0.04773498083294739
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.21848336511722669,0.04773498083294739
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,0.21848336511722652,0.04773498083294731
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.21848336511722652,0.04773498083294731
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,0.21814647760092556,0.04758788568969112
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,0.21814647760092556,0.04758788568969112
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.21814647760092556,0.04758788568969112
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.21814647760092556,0.04758788568969112
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2181464776009251,0.04758788568969091
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2181464776009251,0.04758788568969091
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21759512619847035,0.04734763894532824
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21759512619847035,0.04734763894532824
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,0.21759512619847027,0.0473476389453282
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,0.21759512619847027,0.0473476389453282
ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.21759512619847027,0.0473476389453282
ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.21759512619847027,0.0473476389453282
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,0.2174938775453984,0.04730358676973275
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,0.2174938775453984,0.04730358676973275
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,0.2174938775453984,0.04730358676973275
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.2174938775453984,0.04730358676973275
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,0.21749387754539823,0.04730358676973268
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,0.21749387754539823,0.04730358676973268
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,0.21692805855811256,0.047057782589791916
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,0.21692805855811256,0.047057782589791916
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21692805855811256,0.047057782589791916
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21692805855811256,0.047057782589791916
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,0.2169280585581124,0.04705778258979184
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,0.2169280585581124,0.04705778258979184
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,Temperature,0.2165876409257006,0.046910206201760216
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,Temperature,0.2165876409257006,0.046910206201760216
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,0.2165876409257006,0.046910206201760216
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.2165876409257006,0.046910206201760216
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.21658764092570046,0.04691020620176015
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.21658764092570046,0.04691020620176015
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.216031598819421,0.046669651688475255
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.216031598819421,0.046669651688475255
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,0.21591961823830857,0.04662128154017692
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,0.21591961823830857,0.04662128154017692
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,0.21591961823830857,0.04662128154017692
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.21591961823830857,0.04662128154017692
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,Temperature,0.21591961823830838,0.046621281540176834
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,Temperature,0.21591961823830838,0.046621281540176834
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,0.21573893507670117,0.04654328810802908
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,0.21573893507670117,0.04654328810802908
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.21573893507670117,0.04654328810802908
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.21573893507670117,0.04654328810802908
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,0.21573893507670092,0.04654328810802897
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.21573893507670092,0.04654328810802897
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainRate,WindSpeed,0.21524893878858112,0.04633210564961034
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,RainRate,WindSpeed,0.21524893878858112,0.04633210564961034
ParticlesDetected,Pressure,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21524893878858112,0.04633210564961034
ParticlesDetected,Pressure,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21524893878858112,0.04633210564961034
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.2152489387885811,0.04633210564961033
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.2152489387885811,0.04633210564961033
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,0.2150842812523651,0.04626124804184649
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,0.2150842812523651,0.04626124804184649
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,0.21419085662603524,0.04587772306219478
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,0.21419085662603524,0.04587772306219478
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21419085662603524,0.04587772306219478
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.21419085662603524,0.04587772306219478
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,Temperature,0.21419085662603501,0.04587772306219469
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,Temperature,0.21419085662603501,0.04587772306219469
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
AverageParticleSpeed,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.21406106684745344,0.04582214033986993
AverageParticleSpeed,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21406106684745344,0.04582214033986993
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,Temperature,0.2135206874040497,0.04559108394949791
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,Temperature,0.2135206874040497,0.04559108394949791
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.21340253378953858,0.04554064142779515
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.21340253378953858,0.04554064142779515
Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21340253378953858,0.04554064142779515
Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21340253378953858,0.04554064142779515
Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.21340253378953847,0.045540641427795105
Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.21340253378953847,0.045540641427795105
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21339395944493417,0.045536981927586206
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21339395944493417,0.045536981927586206
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.21339395944493408,0.04553698192758617
AverageParticleSpeed,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.21339395944493408,0.04553698192758617
ParticlesDetected,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21339395944493408,0.04553698192758617
ParticlesDetected,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21339395944493408,0.04553698192758617
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,0.21297436309719156,0.04535807933665439
AverageParticleSpeed,Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,0.21297436309719125,0.04535807933665426
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,0.21297436309719125,0.04535807933665426
Humidity,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,0.21262600699627043,0.045209818851178044
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.21261007890911698,0.04520304565374095
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.21261007890911698,0.04520304565374095
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,WindSpeed,0.21261007890911673,0.04520304565374084
AverageParticleSpeed,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,WindSpeed,0.21261007890911673,0.04520304565374084
ParticlesDetected,Pressure,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21261007890911673,0.04520304565374084
ParticlesDetected,Pressure,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.21261007890911673,0.04520304565374084
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.21227256154054724,0.04505964038298542
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.21227256154054724,0.04505964038298542
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,WindSpeed,0.21227256154054722,0.045059640382985405
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,WindSpeed,0.21227256154054722,0.045059640382985405
KineticEnergy,ParticlesDetected,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21227256154054722,0.045059640382985405
KineticEnergy,ParticlesDetected,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.21227256154054722,0.045059640382985405
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.21185790713783617,0.044883772816824014
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.21185790713783617,0.044883772816824014
RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21185790713783617,0.044883772816824014
RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.21185790713783617,0.044883772816824014
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.2118579071378359,0.044883772816823896
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.2118579071378359,0.044883772816823896
Humidity,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,0.2117458181217752,0.04483629149205991
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,WindSpeed,0.21148831680213637,0.0447273081438008
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,WindSpeed,0.21148831680213637,0.0447273081438008
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,VolumeEquivalentDiameter,WindSpeed,0.21148831680213637,0.0447273081438008
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.21148831680213637,0.0447273081438008
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,WindSpeed,0.21148831680213626,0.04472730814380075
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,WindSpeed,0.21148831680213626,0.04472730814380075
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.21125729417283484,0.04462964434122768
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.21125729417283484,0.04462964434122768
RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21125729417283484,0.04462964434122768
RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21125729417283484,0.04462964434122768
AverageParticleSpeed,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21125729417283465,0.0446296443412276
AverageParticleSpeed,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21125729417283465,0.0446296443412276
Humidity,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,0.21125546674647613,0.04462887223027148
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.21119764339486224,0.0446044445755434
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.21119764339486224,0.0446044445755434
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.2110104812366913,0.044525423191740056
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.2110104812366913,0.044525423191740056
KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2110104812366913,0.044525423191740056
KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2110104812366913,0.044525423191740056
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.21101048123669128,0.04452542319174004
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.21101048123669128,0.04452542319174004
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.21048870323314584,0.04430549418877134
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.21048870323314584,0.04430549418877134
Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21048870323314584,0.04430549418877134
Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.21048870323314584,0.04430549418877134
Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.21048870323314578,0.04430549418877131
Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.21048870323314578,0.04430549418877131
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,0.21034963573726206,0.04424696925479884
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,0.21034963573726206,0.04424696925479884
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.2100137374596382,0.04410576992176584
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.2096993973882472,0.043973837264994015
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.20969939738824703,0.043973837264993945
Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.20969939738824703,0.043973837264993945
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,WindSpeed,0.20966795686646703,0.04396065213655868
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,WindSpeed,0.20966795686646703,0.04396065213655868
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.20966795686646703,0.04396065213655868
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.20966795686646703,0.04396065213655868
KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,WindSpeed,0.20966795686646691,0.04396065213655863
KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.20966795686646691,0.04396065213655863
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainRate,Temperature,WindSpeed,0.20918499455303982,0.0437583619461553
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainRate,Temperature,WindSpeed,0.20918499455303982,0.0437583619461553
RadarReflectivity,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.20918499455303982,0.0437583619461553
RadarReflectivity,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.20918499455303982,0.0437583619461553
AverageParticleSpeed,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2091849945530397,0.043758361946155254
AverageParticleSpeed,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2091849945530397,0.043758361946155254
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.20905350378902027,0.04370336744646591
RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.20905350378902027,0.04370336744646591
AverageParticleSpeed,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.20905350378902005,0.043703367446465816
Humidity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.20888565819664417,0.04363321820024526
Humidity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.20888565819664417,0.04363321820024526
AverageParticleSpeed,Humidity,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.20888565819664398,0.043633218200245176
AverageParticleSpeed,Humidity,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.20888565819664398,0.043633218200245176
Humidity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.20888565819664398,0.043633218200245176
Humidity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.20888565819664398,0.043633218200245176
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,WindSpeed,0.20888287297732921,0.04363205462326305
KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,WindSpeed,0.20888287297732921,0.04363205462326305
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.2088321488536063,0.043610866394814776
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.2088321488536063,0.043610866394814776
RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2088321488536063,0.043610866394814776
RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2088321488536063,0.043610866394814776
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.20883214885360593,0.043610866394814624
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.20883214885360593,0.043610866394814624
KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.20882220189965875,0.04360671200622184
KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.20882220189965875,0.04360671200622184
Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.20873883633134438,0.043571901792963774
AverageParticleSpeed,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.20873883633134427,0.04357190179296373
Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.20873883633134427,0.04357190179296373
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.20872795138441752,0.04356735768913576
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.2087279513844174,0.043567357689135715
KineticEnergy,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.2087279513844174,0.043567357689135715
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,WeatherCode4680,0.20841318757073146,0.0434360567533929
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.20841318757073146,0.0434360567533929
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.2084131875707312,0.04343605675339279
Pressure,RadarReflectivity,RainAbsolute,RainRate,Temperature,WindSpeed,0.20839497272314952,0.04342846465628224
Pressure,RadarReflectivity,RainAccumulated,RainRate,Temperature,WindSpeed,0.20839497272314952,0.04342846465628224
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,Temperature,WindSpeed,0.2083949727231495,0.04342846465628222
AverageParticleSpeed,Pressure,RadarReflectivity,RainAccumulated,Temperature,WindSpeed,0.2083949727231495,0.04342846465628222
Pressure,RadarReflectivity,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2083949727231495,0.04342846465628222
Pressure,RadarReflectivity,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2083949727231495,0.04342846465628222
Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.2080628159333777,0.043290135374126605
Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.2080628159333777,0.043290135374126605
KineticEnergy,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.20788155748901185,0.04321474194405734
KineticEnergy,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.20788155748901185,0.04321474194405734
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.20788155748901183,0.043214741944057326
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.20788155748901183,0.043214741944057326
KineticEnergy,RadarReflectivity,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.20788155748901183,0.043214741944057326
KineticEnergy,RadarReflectivity,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.20788155748901183,0.043214741944057326
Humidity,Pressure,RainAbsolute,SnowDepthIntensity,Temperature,WindSpeed,0.20786272378573947,0.04320691193962662
Humidity,Pressure,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.20786272378573947,0.04320691193962662
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.20776811728800507,0.04316759056140223
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.20776811728800498,0.043167590561402194
KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.20776811728800498,0.043167590561402194
KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.20745304598983683,0.043036766290461353
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,WindSpeed,0.2071120797019301,0.04289541355845865
KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,WindSpeed,0.2071120797019301,0.04289541355845865
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.2067857140208468,0.04276033152311144
AverageParticleSpeed,RadarReflectivity,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.2067857140208468,0.04276033152311144
RadarReflectivity,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.2067857140208468,0.04276033152311144
RadarReflectivity,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2067857140208468,0.04276033152311144
RadarReflectivity,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.2067857140208468,0.04276033152311144
RadarReflectivity,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2067857140208468,0.04276033152311144
