Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Correlation (r),R²
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33835865714766056,0.1144865808667681
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3381936287819267,0.11437493054868765
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3381936287819267,0.11437493054868765
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.33819362878192655,0.11437493054868754
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3378343202256514,0.11413202792232797
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3378343202256513,0.1141320279223279
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33783432022565124,0.11413202792232786
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3376676153876944,0.11401941848161191
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33766761538769435,0.11401941848161189
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,WindSpeed,0.33766761538769424,0.1140194184816118
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.33745562118123773,0.11387629626681502
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.3374556211812377,0.11387629626681499
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.3374556211812377,0.11387629626681499
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33736767846085747,0.11381695047006851
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33736767846085747,0.11381695047006851
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,0.3373235568886291,0.11378718203199618
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.337323556888629,0.1137871820319961
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.337323556888629,0.1137871820319961
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3364133898620551,0.11317396887847908
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3364133898620551,0.11317396887847908
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3363120560753632,0.11310579906163823
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.33631205607536313,0.1131057990616382
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33631205607536313,0.1131057990616382
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3361408617848479,0.11299067896146023
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3355130347309834,0.11256899647439406
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.33533773612262874,0.11245139726784978
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33533773612262874,0.11245139726784978
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33533773612262857,0.11245139726784967
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33415762762000584,0.11166132009663049
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33415762762000567,0.11166132009663038
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3341576276200056,0.11166132009663034
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33400974275398143,0.11156250825458085
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33400974275398143,0.11156250825458085
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.33397851574002024,0.11154164897590695
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.3339785157400201,0.11154164897590683
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3339785157400201,0.11154164897590683
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.3336747927930445,0.1113388673454812
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.3336747927930445,0.1113388673454812
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3336747927930445,0.1113388673454812
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3336747927930445,0.1113388673454812
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3336747927930444,0.11133886734548112
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3336747927930444,0.11133886734548112
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3336579312324316,0.11132761507430605
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33365793123243154,0.11132761507430601
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.3336579312324315,0.11132761507430597
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3334772617884016,0.11120708412989012
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,WindSpeed,0.3334772617884015,0.11120708412989005
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.33347726178840137,0.11120708412988999
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.33225184668906166,0.11039128962829173
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33225184668906155,0.11039128962829166
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.3322518466890615,0.11039128962829162
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.332067200021543,0.11026862533014745
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3282633447191078,0.1077568234861758
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.3281035523929053,0.10765194109284394
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3281035523929053,0.10765194109284394
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.328103552392905,0.10765194109284376
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.3269114983258841,0.10687112773767454
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3269114983258841,0.10687112773767454
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.32691149832588373,0.10687112773767428
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.3267479962609214,0.10676425306052709
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3267479962609214,0.10676425306052709
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.326747996260921,0.10676425306052684
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.3266807861561357,0.10672033604359088
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.32644336392666157,0.10656526985175481
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3264433639266614,0.1065652698517547
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.32644336392666107,0.10656526985175448
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,0.3262784811953531,0.10645764729114637
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3262784811953531,0.10645764729114637
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.326278481195353,0.10645764729114633
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.32611268638554547,0.10634948422159714
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.3250534758272716,0.10565976214739066
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3250534758272716,0.10565976214739066
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.32505347582727134,0.10565976214739048
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.3248847821795235,0.10555012169183642
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.32484368840129496,0.10552342189415762
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,0.324668008191551,0.10540931554306902
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.324668008191551,0.10540931554306902
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.32466800819155056,0.10540931554306875
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3220602815584508,0.10372282495750859
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.3220602815584506,0.1037228249575085
Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3220602815584506,0.1037228249575085
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.3218451005438718,0.10358426874409493
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.3218451005438718,0.10358426874409493
Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3218451005438718,0.10358426874409493
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.3205508176076028,0.10275282666890263
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.3205508176076026,0.10275282666890252
Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3205508176076026,0.10275282666890252
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.32033155317826617,0.10261230396160037
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.320103274272102,0.10246610619972056
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.32001285416133834,0.10240822682848601
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.32001285416133834,0.10240822682848601
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.3200128541613383,0.10240822682848597
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,WindSpeed,0.31979202688019676,0.10226694045614448
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3188380019008402,0.10165767145612019
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3188380019008402,0.10165767145612019
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3187927906324368,0.1016288433592167
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.31857024006605894,0.10148699785574643
Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.31857024006605894,0.10148699785574643
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.3185702400660589,0.10148699785574639
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,WindSpeed,0.3184642055677324,0.10141945022788693
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.31835581457540685,0.10135042467397083
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.31817263289288583,0.1012338243219911
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.31794862153159953,0.10109132593384432
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.3179486215315995,0.10109132593384428
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3179486215315995,0.10109132593384428
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.31771205246144846,0.10094094827926618
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.31662266519875104,0.10024991211756039
KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.31662266519875104,0.10024991211756039
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.31662266519875065,0.10024991211756015
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3164453371545708,0.10013765140686998
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3164453371545708,0.10013765140686998
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.3163953239124797,0.10010600099368296
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.31639532391247965,0.10010600099368291
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.31639532391247965,0.10010600099368291
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.3163536497189687,0.10007963169051193
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,0.3161564546292652,0.09995490380374664
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.3161564546292652,0.09995490380374664
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.3161564546292651,0.09995490380374657
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.31585417455957987,0.09976385958671355
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.31585417455957987,0.09976385958671355
Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31585417455957987,0.09976385958671355
Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31585417455957987,0.09976385958671355
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3158541745595798,0.09976385958671352
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3158541745595798,0.09976385958671352
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31531207871090533,0.09942170698099216
