Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Correlation (r),R²
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1349865885863314,0.01822137909817549
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.1349865885863314,0.01822137909817549
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198188,0.01807270049167142
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198188,0.01807270049167142
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,0.13443474436198172,0.018072700491671374
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.13443474436198172,0.018072700491671374
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198172,0.018072700491671374
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13443474436198172,0.018072700491671374
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13408454190121236,0.017978664376857974
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13377190304679218,0.017894922044760366
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841052,0.017873541973058106
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841052,0.017873541973058106
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.13369196674841033,0.017873541973058054
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.13369196674841033,0.017873541973058054
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841033,0.017873541973058054
Humidity,KineticEnergy,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13369196674841033,0.017873541973058054
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13354913554528972,0.017835371604894165
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13344536895455955,0.017807666495418525
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13344536895455938,0.01780766649541848
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13344536895455933,0.017807666495418466
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.1332228174293048,0.01774831908380188
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.13322281742930467,0.017748319083801842
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13322281742930467,0.017748319083801842
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,0.1329210967880347,0.01766801797133409
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.1329210967880347,0.01766801797133409
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13292109678803465,0.017668017971334077
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.13292109678803465,0.017668017971334077
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.1329210967880346,0.017668017971334063
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.1329210967880346,0.017668017971334063
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13291256004882077,0.017665748618731388
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13291256004882057,0.017665748618731335
Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13291256004882054,0.01766574861873133
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13258674676458493,0.01757924541761617
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.13258674676458482,0.017579245417616143
Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13258674676458473,0.01757924541761612
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13231917989870912,0.017508365369066945
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13209930799913963,0.017450227173851557
AverageParticleSpeed,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1320470640972891,0.01743642713671358
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13184633544023844,0.017383456169019873
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.13177771693368712,0.017365366680254967
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1317777169336871,0.01736536668025496
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13177771693368692,0.01736536668025492
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13175662587809842,0.017359808462781193
ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1317566258780984,0.017359808462781186
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13175662587809828,0.017359808462781158
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,WeatherCode4680,0.13155609074571692,0.017307005012295304
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.13155609074571692,0.017307005012295304
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WeatherCode4680,0.1315560907457169,0.017307005012295297
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13149403291882086,0.017290680693255945
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13149403291882084,0.017290680693255938
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13149403291882084,0.017290680693255938
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.13128968708836694,0.017236981935761304
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13128968708836694,0.017236981935761304
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13128968708836672,0.017236981935761248
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13128599387648068,0.017236012188135322
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.1312859938764803,0.01723601218813522
KineticEnergy,ParticlesDetected,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WeatherCode4680,0.1312859938764803,0.01723601218813522
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13117292773376324,0.017206336970247073
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,0.13117292773376307,0.01720633697024703
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13117292773376305,0.01720633697024702
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13108830888459796,0.017184144726223767
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13108830888459796,0.017184144726223767
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WeatherCode4680,0.13099619432615173,0.017160002927934907
KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13099619432615162,0.017160002927934875
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,WeatherCode4680,0.13099619432615153,0.017160002927934855
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,WeatherCode4680,0.13096878514854476,0.01715282268328568
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13096878514854476,0.01715282268328568
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.13096878514854451,0.017152822683285614
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,0.13068693023880712,0.01707907373524284
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WeatherCode4680,0.13068693023880704,0.017079073735242818
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.13068693023880704,0.017079073735242818
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WeatherCode4680,0.13036652053986825,0.01699542967767189
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13036276475940983,0.016994450435717227
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,Pressure,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.13036276475940983,0.016994450435717227
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.13013863665614492,0.016936064750720105
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12981423514864002,0.016851735647226404
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,0.12981423514864,0.016851735647226397
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1298142351486399,0.016851735647226376
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12962545391053396,0.016802758301511962
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.12962545391053396,0.016802758301511962
Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1295435381436647,0.016781528274779113
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.1295435381436646,0.016781528274779082
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12954353814366446,0.016781528274779047
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1294569120439174,0.016759092075946568
AverageParticleSpeed,Humidity,KineticEnergy,ParticlesDetected,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.1294569120439174,0.016759092075946568
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,0.12934171912027523,0.01672928030498817
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1293417191202752,0.016729280304988162
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12934171912027514,0.01672928030498815
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.1292196309794137,0.01669771303045585
Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12921963097941358,0.01669771303045582
AverageParticleSpeed,Humidity,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,0.12921963097941355,0.016697713030455814
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.12916772288620754,0.016684300635608103
AverageParticleSpeed,ParticlesDetected,Pressure,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.12916772288620754,0.016684300635608103
AverageParticleSpeed,Humidity,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1290193505379061,0.016645992813223095
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WeatherCode4680,0.12901802062947385,0.016645649647147338
Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.12901802062947382,0.01664564964714733
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,WeatherCode4680,0.1290180206294738,0.016645649647147324
AverageParticleSpeed,Humidity,RadarReflectivity,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.1288336897713239,0.016598119620093728
AverageParticleSpeed,Humidity,RadarReflectivity,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.1288336897713239,0.016598119620093728
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WeatherCode4680,0.12874896589465756,0.016576296218943697
Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WeatherCode4680,0.1287489658946575,0.016576296218943683
AverageParticleSpeed,Humidity,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WeatherCode4680,0.12874896589465745,0.01657629621894367
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WeatherCode4680,0.12869618615900452,0.016562708331873146
Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.1286961861590045,0.01656270833187314
AverageParticleSpeed,Humidity,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WeatherCode4680,0.12869618615900438,0.01656270833187311
